target_icd,rank,prs_icd,auc
J35,10,G58,0.5203315180112738
J40,1,E66,0.5297230640075112
J40,2,M51,0.5289299884810748
J40,3,M47,0.5273112729901924
J40,4,I10,0.5222678264630899
J40,5,M50,0.5221140751404855
J40,6,M19,0.5218365058647617
J40,7,I71,0.5216280804301505
J40,8,E11,0.5200400581153303
J40,9,G56,0.5197140490857826
J40,10,M17,0.5196372164299033
J42,1,J44,0.5608276387352606
J42,2,M51,0.5574732644885113
J42,3,E66,0.5565778173321185
J42,4,M47,0.5520311219914392
J42,5,F32,0.5454101694096902
J42,6,M17,0.5444838504777555
J42,7,F31,0.5443571614750526
J42,8,M50,0.5421754691912626
J42,9,F10,0.541585816126341
J42,10,M19,0.5396756938263799
J43,1,J44,0.5624064099341097
J43,2,F10,0.5554204651313334
J43,3,J43,0.5519387342582999
J43,4,F32,0.5496859690592905
J43,5,M51,0.5489096623222466
J43,6,F17,0.5461661890679194
J43,7,M47,0.5454474318254843
J43,8,I71,0.5450568874723536
J43,9,C34,0.5438325031258849
J43,10,I70,0.54263093078861
J44,1,F10,0.56207296700715
J44,2,E66,0.5594427770484511
J44,3,F32,0.5562014516797891
J44,4,J44,0.5539871489989278
J44,5,I71,0.5484873422793347
J44,6,M51,0.5483730922087605
J44,7,I70,0.5446825061008873
J44,8,M47,0.5441294227100658
J44,9,F33,0.5436547838155509
J44,10,I10,0.5434669282395584
J45,1,J45,0.560614501548963
J45,2,J33,0.5360229410292345
J45,3,E66,0.5337063923507118
J45,4,M19,0.5272887419083838
J45,5,M51,0.5267642293179797
J45,6,M47,0.5254552424995187
J45,7,M17,0.5240194759130986
J45,8,F32,0.5232964086177077
J45,9,J40,0.5232731190475851
J45,10,F33,0.5230535208269842
J84,1,J84,0.539291000006316
J84,2,E66,0.5275791285757506
J84,3,M19,0.5233477521506669
J84,4,M51,0.5221881960791405
J84,5,D51,0.5220583623181357
J84,6,F10,0.5216798496288326
J84,7,F32,0.5214347177625331
J84,8,M05,0.5211695788958042
J84,9,G43,0.5208472904878215
J84,10,M50,0.5207383147955335
K35,1,K35,0.560955403789704
K35,2,K74,0.5334150652717614
K35,3,K70,0.52524242287004
K35,4,I27,0.5245658986700699
K35,5,L57,0.5219391515769395
K35,6,K76,0.5215702749643649
K35,7,E04,0.5201357210805982
K35,8,I48,0.5198267643315407
K35,9,S52,0.5195523925132327
K35,10,S42,0.5191092571791235
K40,1,K40,0.5823760672816408
K40,2,K43,0.5485905789250627
K40,3,K42,0.5431000064059004
K40,4,K57,0.5302611293807635
K40,5,I80,0.5295581827452236
K40,6,N81,0.527998808943089
K40,7,F41,0.5253183225412967
K40,8,O03,0.5245407368570062
K40,9,K44,0.5241411148365652
K40,10,I83,0.5227525003025556
K42,1,K42,0.5789485842218896
K42,2,K43,0.5615958280028306
K42,3,E66,0.5418243650180017
K42,4,E11,0.5253007521223719
K42,5,M19,0.5235700631468019
K42,6,M17,0.5226123579274052
K42,7,S82,0.5220571219699691
K42,8,M50,0.5210106781296527
K42,9,O26,0.5205058341720291
K42,10,I10,0.5201168368240202
K43,1,K43,0.5655702886776169
K43,2,E66,0.5568059827544583
K43,3,K42,0.5539867071576451
K43,4,M19,0.5375335403119482
K43,5,M17,0.536503396648276
K43,6,K40,0.5350474539867982
K43,7,M51,0.5308845017105374
K43,8,K57,0.5305523375307013
K43,9,E11,0.5289152881771085
K43,10,I71,0.5284653444222727
K44,1,K44,0.5515771610599441
K44,2,E66,0.5292464154474005
K44,3,F32,0.5259423740346226
K44,4,K57,0.5253493721150675
K44,5,M19,0.525216323575238
K44,6,M47,0.5216832532451996
K44,7,M51,0.5210314232273405
K44,8,M17,0.5205721283012962
K44,9,N81,0.5200486231124872
K44,10,F33,0.5195850244181031
K50,1,K51,0.5916214326856195
K50,2,K50,0.5866714278035031
K50,3,L40,0.5406554582121796
K50,4,I50,0.5276119191700923
K50,5,I69,0.5264242228463542
K50,6,E66,0.5232785359300618
K50,7,F41,0.5203798765081191
K50,8,K60,0.5199119283206816
K50,9,K43,0.5198775658860912
K50,10,O03,0.5194307553110968
K51,1,K51,0.5893889086425315
K51,2,K50,0.5430169445504767
K51,3,L40,0.5220488464499116
K51,4,M05,0.5205155178326927
K51,5,M32,0.5190605472471119
K51,6,E04,0.5187098638715787
K51,7,M16,0.5160407739747231
K51,8,J35,0.5157111747579963
K51,9,M06,0.5154283799580317
K51,10,F32,0.514968520713675
K57,1,K57,0.574424967859583
K57,2,E66,0.5178845565670617
K57,3,K43,0.5155452729512788
K57,4,K44,0.515445407713759
K57,5,I10,0.5151420406718262
K57,6,N81,0.5137111631975376
K57,7,K40,0.5119379994774227
K57,8,I71,0.5117513052141178
K57,9,E11,0.5117081176868121
K57,10,M51,0.5108463727285929
K60,1,K60,0.5386324736522671
K60,2,K50,0.5242799850713961
K60,3,K44,0.5220446062299868
K60,4,F41,0.5196306560304982
K60,5,L40,0.51781317215019
K60,6,N41,0.5177930881598265
K60,7,D03,0.515935749907267
K60,8,I48,0.5159068041742965
K60,9,J35,0.5154272875878525
K60,10,F32,0.5146670140524098
K70,1,F10,0.5737095555355607
K70,2,K70,0.5685630613804591
K70,3,K76,0.5681323230323161
K70,4,K74,0.5660814200673044
K70,5,F60,0.5422289961634932
K70,6,E11,0.5364902431724253
K70,7,F17,0.5317551497321662
K70,8,S82,0.5311959787205256
K70,9,I42,0.5310272950841114
K70,10,I50,0.5296408882230841
K74,1,K76,0.5653438067548708
K74,2,K70,0.5622979943344483
K74,3,E66,0.5608577193150035
K74,4,K74,0.5583402966297201
K74,5,E11,0.5550428903420199
K74,6,I10,0.5417090263406374
K74,7,F10,0.5398578869764282
K74,8,I71,0.5369540013536283
K74,9,I50,0.5332712000992097
K74,10,M51,0.531217949457317
K75,1,K76,0.5751388257840051
K75,2,K74,0.5621678245377685
K75,3,E11,0.559912262648825
K75,4,E66,0.5555668155655952
K75,5,K70,0.5529083422885502
K75,6,I10,0.5398796995954194
K75,7,I71,0.5372955093568964
K75,8,I20,0.5289560906145102
K75,9,I25,0.5277918430992093
K75,10,I50,0.5275481571177305
K76,1,E11,0.5427501129018452
K76,2,E66,0.5405544565664072
K76,3,K76,0.5403471983932269
K76,4,K74,0.5342184302359424
K76,5,I10,0.5308989181087661
K76,6,K70,0.5283373461271288
K76,7,M51,0.526730431816337
K76,8,I71,0.5260918533887531
K76,9,M47,0.5254062808730998
K76,10,M50,0.5232016481034977
K80,1,K80,0.5494493133394984
K80,2,E66,0.5423324041111326
K80,3,K81,0.5376428566814894
K80,4,E11,0.5349622351473842
K80,5,I10,0.5280455895794606
K80,6,I71,0.524741442534266
K80,7,K57,0.5210041694538377
K80,8,I50,0.5197203333572152
K80,9,I70,0.5191971519812089
K80,10,M51,0.5179920914010415
K81,1,E66,0.539849890043422
K81,2,K80,0.539564479248849
K81,3,K81,0.5372733790123647
K81,4,E11,0.5360415304288197
K81,5,I10,0.5323564348645715
K81,6,I50,0.5300495801145086
K81,7,M19,0.5269964511561027
K81,8,K57,0.5269886556398827
K81,9,M17,0.5255593811887039
K81,10,I71,0.5255290338906722
L40,1,L40,0.585490483325477
L40,2,E66,0.5190746292117814
L40,3,E03,0.5187736921339476
L40,4,E78,0.5178337030095145
L40,5,M06,0.5161594015748183
L40,6,E11,0.516122006977842
L40,7,G56,0.5155875287977743
L40,8,M51,0.5153298933084235
L40,9,M81,0.5153190142159104
L40,10,M47,0.5152052370420438
L57,1,L57,0.5494399360100825
L57,2,C44,0.5454951909356078
L57,3,D04,0.5357911334680796
L57,4,D03,0.5124153800949641
L57,5,D25,0.5084773090439213
L57,6,N62,0.507091334765336
L57,7,H33,0.5063950074930036
L57,8,M41,0.5055534392568684
L57,9,D32,0.5053444151442928
L57,10,M05,0.5046942349516785
L97,1,E66,0.5874499879521119
L97,2,E11,0.5774945166979264
L97,3,I10,0.5557370464551391
L97,4,M17,0.5546460164922464
L97,5,I71,0.5511985852028006
L97,6,I50,0.5491295735683484
L97,7,I70,0.5481547741030882
L97,8,M51,0.5419048896505219
L97,9,G56,0.53803544311905
L97,10,L97,0.5364224648243059
M05,1,M05,0.5962998789873445
M05,2,M06,0.5705997007202637
M05,3,E16,0.5421668915558341
M05,4,E03,0.5391047467754695
M05,5,M32,0.5389610351421797
M05,6,D51,0.5360664271486554
M05,7,E10,0.5314527438603974
M05,8,M16,0.5312846936418876
M05,9,K75,0.5312167743855934
M05,10,J84,0.5309213031032312
M06,1,M05,0.5430337015626139
M06,2,M06,0.5338845201920002
M06,3,M17,0.5335640719015635
M06,4,M19,0.5328234173177315
M06,5,M47,0.5322368830903214
M06,6,M51,0.5286770912495016
M06,7,E66,0.5266326790325637
M06,8,G43,0.5263914672768808
M06,9,E03,0.5250593031579257
M06,10,F32,0.5249538202299546
M10,1,M10,0.6094346863528729
M10,2,I10,0.5579054788593235
M10,3,E66,0.5516767143209099
M10,4,I71,0.5491764010922009
M10,5,E11,0.547791675990016
M10,6,I70,0.5404868118375499
M10,7,I25,0.53604563186127
M10,8,M17,0.5357566203066612
M10,9,I20,0.5334587614175329
M10,10,E78,0.5331965249229509
M16,1,M16,0.556612588151855
M16,2,M17,0.5362656088514952
M16,3,M19,0.525780759461102
M16,4,M51,0.525348695846893
M16,5,M47,0.5244686136720911
M16,6,M50,0.5239081491973455
M16,7,E66,0.5202633379066942
M16,8,G56,0.514217227019876
M16,9,E05,0.5127110776395795
M16,10,M96,0.5121256331973725
M17,1,M17,0.5652484149281762
M17,2,E66,0.5435184764681092
M17,3,M19,0.5372730410801646
M17,4,M16,0.5336257535546296
M17,5,G56,0.5288009944301236
M17,6,M47,0.5215060524911538
M17,7,M51,0.5200824547903392
M17,8,E11,0.5166834432409576
M17,9,I10,0.5165807562838023
M17,10,I50,0.5161120947392128
M19,1,M17,0.5416456994852851
M19,2,M19,0.5379395614663947
M19,3,E66,0.5304598251908913
M19,4,M47,0.5278094417597156
M19,5,M16,0.5262789108531554
M19,6,M51,0.5261211713591517
M19,7,G56,0.525867915090642
M19,8,M50,0.522479117627062
M19,9,I10,0.5191402741669744
M19,10,F32,0.5181528544274169
M32,1,M32,0.5632997277259972
M32,2,M47,0.5464080582176264
M32,3,M05,0.5437727493862057
M32,4,E03,0.5392102758444446
M32,5,M51,0.5380030743973991
M32,6,L97,0.5339250340448117
M32,7,G43,0.5319827817548025
M32,8,F33,0.5319041937355713
M32,9,I10,0.5316217787545126
M32,10,M19,0.530412389964036
M41,1,M41,0.5338363409308329
M41,2,M47,0.5316971259018647
M41,3,M51,0.5291474960452023
M41,4,M50,0.5263812251144324
M41,5,M19,0.5256864877025125
M41,6,M17,0.5224808594149267
M41,7,M16,0.52180073906203
M41,8,F41,0.519480059273892
M41,9,N81,0.5185938453512299
M41,10,F32,0.5180119376811384
M47,1,M51,0.5466648371486957
M47,2,M47,0.5458032978478485
M47,3,M50,0.5410285449610505
M47,4,M19,0.5322225422486954
M47,5,M17,0.530343109238181
M47,6,F32,0.5281061276379502
M47,7,G56,0.5265912713130941
M47,8,M16,0.5244654866506934
M47,9,F33,0.5224259038320412
M47,10,F41,0.521750551006441
M50,1,M47,0.5508602277557006
M50,2,M51,0.5484971192105768
M50,3,M50,0.5482931579704146
M50,4,M19,0.5363132693397682
M50,5,F32,0.5322858141852348
M50,6,G56,0.531705978471851
M50,7,F33,0.5289482999663148
M50,8,M17,0.5287122074843413
M50,9,F10,0.525107801370689
M50,10,M16,0.5236777892192882
M51,1,M51,0.5574404700444925
M51,2,M50,0.5462925044830277
M51,3,M47,0.5462358581829572
M51,4,M19,0.5308212763239586
M51,5,M17,0.5294003383814293
M51,6,F32,0.5272346203646628
M51,7,E66,0.5252848440376778
M51,8,G56,0.5248676116055259
M51,9,M16,0.5243910461047407
M51,10,F33,0.5200279406123173
M81,1,M81,0.5680953555608559
M81,2,S52,0.5451474226539391
M81,3,S42,0.5382200374601499
M81,4,S22,0.5281923755334667
M81,5,K44,0.5266493022261477
M81,6,S32,0.5234824055512274
M81,7,M32,0.5228310513344123
M81,8,D24,0.5227602154995756
M81,9,S82,0.5223046647243509
M81,10,F41,0.521473203280421
M86,1,E66,0.5578215993567512
M86,2,E11,0.5545965197730571
M86,3,I71,0.5467006429575835
M86,4,I70,0.5439458081072093
M86,5,M17,0.5437201860127808
M86,6,I10,0.541814928688577
M86,7,M51,0.5399994280642663
M86,8,I50,0.5386382292210318
M86,9,I25,0.5338530899183582
M86,10,I21,0.5334610615509783
M96,1,M51,0.5884734915849607
M96,2,M47,0.5814952994504932
M96,3,M17,0.5653414979014039
M96,4,M50,0.5639771897657073
M96,5,M19,0.562224415748115
M96,6,G56,0.5482337570051312
M96,7,M16,0.5462872326862511
M96,8,G43,0.5400125347152993
M96,9,F32,0.5344245339474037
M96,10,E66,0.5338121079992396
N18,1,E11,0.5506085725304634
N18,2,I10,0.5466985859433247
N18,3,E66,0.5458266956036328
N18,4,N18,0.5406378880045692
N18,5,I71,0.5369260544470446
N18,6,I50,0.5347238924621027
N18,7,M17,0.5294877272194874
N18,8,I70,0.5279043286150144
N18,9,I12,0.5258591507518833
N18,10,G56,0.5245307179648667
N20,1,N20,0.5836720770054605
N20,2,E66,0.5292754760477865
N20,3,E11,0.5276352149708059
N20,4,I10,0.5213398642773119
N20,5,M51,0.5211042113349038
N20,6,G43,0.5201658082458207
N20,7,I71,0.5168547859361917
N20,8,M10,0.5160811869263204
N20,9,K57,0.5150848054802647
N20,10,M47,0.5143362615830809
N40,1,N40,0.5453329737923559
N40,2,N41,0.5167971384357521
N40,3,D32,0.5121232634956586
N40,4,F32,0.5101980579641903
N40,5,G25,0.5093829802306807
N40,6,D25,0.5091101933317166
N40,7,M50,0.5085677010595723
N40,8,E78,0.5084266495860946
N40,9,F33,0.5083777263999864
N40,10,L97,0.5083126185900991
N41,1,N40,0.5571202586567415
N41,2,N41,0.5314576640029838
N41,3,G47,0.5293275866145669
N41,4,F32,0.525441296151028
N41,5,I63,0.524088962893537
N41,6,F41,0.5239359863742264
N41,7,F33,0.5221494244363231
N41,8,K40,0.5218086140426161
N41,9,F10,0.5202471840955335
N41,10,O26,0.5183661394601765
N42,1,N40,0.5701936993395246
N42,2,N81,0.5276321576963184
N42,3,K42,0.5246911582262515
N42,4,L97,0.523603668052308
N42,5,N62,0.5212005296262888
N42,6,S22,0.5210633874218753
N42,7,G35,0.5200087757028193
N42,8,I27,0.5197019142452409
N42,9,M86,0.5185710573036263
N42,10,K75,0.5179516685332358
N43,1,N43,0.5436966134619715
N43,2,K44,0.5283950893932037
N43,3,D32,0.5247795597431776
N43,4,M17,0.523604574368897
N43,5,F03,0.5198089756420553
N43,6,N80,0.519342476934484
N43,7,L97,0.5188889105166722
N43,8,K40,0.5188403016565498
N43,9,M19,0.5185969584797838
N43,10,I63,0.5177542204070427
N62,1,N62,0.5629943526739504
N62,2,I10,0.5193560330541472
N62,3,M51,0.5174588603611064
N62,4,E11,0.5163121960369466
N62,5,J35,0.5161242448788901
N62,6,D32,0.5158813118654489
N62,7,D24,0.5157186265027598
N62,8,H33,0.5151903203941715
N62,9,I83,0.5136271103193568
N62,10,N40,0.5128317690759341
N80,1,N80,0.5595273960858288
N80,2,I69,0.5228719194235472
N80,3,K57,0.5225042296155611
N80,4,I10,0.516765092846123
N80,5,I63,0.5161872261353606
N80,6,I12,0.5161106389528815
N80,7,D25,0.5155331562815412
N80,8,N81,0.5155023464182167
N80,9,I48,0.5154344000518742
N80,10,M47,0.5152044859927396
N81,1,N81,0.5647553818854875
N81,2,K40,0.5229360128836401
N81,3,K57,0.5216745287815081
N81,4,K44,0.5169624175527716
N81,5,G43,0.5144149638842153
N81,6,M19,0.513780174021983
N81,7,N40,0.5133344035158766
N81,8,M17,0.5128107874090353
N81,9,N42,0.5125683082656626
N81,10,K43,0.5111179236342129
O03,1,F60,0.5384468133132825
O03,2,F41,0.5362026827213402
O03,3,E16,0.5360559836442608
O03,4,K44,0.5351041393475432
O03,5,M10,0.5349093097162997
O03,6,J84,0.5341851565283684
O03,7,E03,0.5318260272037265
O03,8,E06,0.5317545907099276
O03,9,J40,0.5310097285624764
O03,10,N40,0.5302099452473751
O26,1,M19,0.5357651211275254
O26,2,F10,0.5320053485508112
O26,3,I10,0.5302505331221088
O26,4,S42,0.5290129623783582
O26,5,M50,0.5280619177305624
O26,6,L97,0.5279727753898462
O26,7,G56,0.5276826818400346
O26,8,M17,0.5260386822531352
O26,9,S22,0.5242301771395207
O26,10,M47,0.5241206146580225
S22,1,F10,0.5405623559267054
S22,2,S42,0.5401162696739783
S22,3,M81,0.5395557440559052
S22,4,S22,0.5356721378863935
S22,5,S72,0.534787877708552
S22,6,S82,0.5344300660106847
S22,7,F32,0.5336951963013392
S22,8,S52,0.5314124041156918
S22,9,M51,0.528250545706247
S22,10,F33,0.5279135562104925
S32,1,S32,0.5478933176959235
S32,2,M81,0.5455184926479437
S32,3,S22,0.5351919091032651
S32,4,S42,0.5342729668897228
S32,5,F32,0.5318729327779664
S32,6,F10,0.5311643758533342
S32,7,M19,0.53008378827621
S32,8,S72,0.527744811639706
S32,9,F41,0.5254498731152263
S32,10,F31,0.5238152185684537
S42,1,S52,0.5436179393484861
S42,2,S42,0.5422294486844412
S42,3,S82,0.5395166110526446
S42,4,M81,0.5383963557623254
S42,5,F10,0.5234585361700597
S42,6,S22,0.5219246985829389
S42,7,S72,0.5215759409076056
S42,8,O26,0.5176190955899586
S42,9,S32,0.5171477452380182
S42,10,I63,0.5164949165264802
S52,1,S52,0.5611732653070262
S52,2,S42,0.5413290464371628
S52,3,S82,0.5401035487015315
S52,4,M81,0.5304473317173913
S52,5,S32,0.5265343296203648
S52,6,S22,0.5231853541566555
S52,7,S72,0.5227407624510825
S52,8,I63,0.5198163127782707
S52,9,N41,0.5176672761220255
S52,10,F32,0.5163694896674019
S72,1,S72,0.5468406651218664
S72,2,S32,0.542144636624266
S72,3,F10,0.5393371018875808
S72,4,M51,0.5389946552046743
S72,5,M16,0.5379463623508023
S72,6,S42,0.5378620523465399
S72,7,I69,0.5368647371376785
S72,8,S52,0.5348861397492751
S72,9,N18,0.5336236535349779
S72,10,D05,0.5331223785175291
S82,1,S82,0.5469688684813955
S82,2,S52,0.5428970547031737
S82,3,M81,0.5279059243609765
S82,4,S42,0.5262770991430953
S82,5,S72,0.5253472303512287
S82,6,M19,0.5218848192597894
S82,7,S22,0.518756086818101
S82,8,I10,0.5182976895151806
S82,9,S32,0.5170461106147783
S82,10,I71,0.5160430652620378
